City,Economic Need Index,School Income Estimate,Percent ELL,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Average Proficiency
Brooklyn,0.819,48164.74,11%,92%,33%,90%,Meeting Target,86%,Meeting Target,92%,Meeting Target,83%,Meeting Target,87%,Meeting Target,90%,Meeting Target,Meeting Target,2.46,2.48,2.47
Brooklyn,0.179,111743.74,2%,96%,8%,91%,Exceeding Target,93%,Exceeding Target,84%,Meeting Target,90%,Exceeding Target,92%,Exceeding Target,92%,Meeting Target,Meeting Target,3.19,3.17,3.18
Brooklyn,0.437,70839.92,4%,94%,18%,92%,Approaching Target,94%,Meeting Target,96%,Meeting Target,87%,Meeting Target,94%,Exceeding Target,95%,Exceeding Target,Meeting Target,2.85,2.82,2.835
Brooklyn,0.483,55903.76,2%,94%,16%,92%,Exceeding Target,89%,Exceeding Target,95%,Meeting Target,85%,Meeting Target,90%,Exceeding Target,90%,Meeting Target,Exceeding Target,2.92,3.15,3.035
Brooklyn,0.641,60844.69,3%,91%,32%,91%,Meeting Target,95%,Meeting Target,92%,Approaching Target,89%,Exceeding Target,92%,Exceeding Target,95%,Exceeding Target,Meeting Target,2.4,2.53,2.465
Brooklyn,0.872,41143.63,6%,90%,37%,88%,Meeting Target,87%,Meeting Target,80%,Approaching Target,75%,Meeting Target,85%,Meeting Target,91%,Meeting Target,Meeting Target,2.27,2.31,2.29
Brooklyn,0.88,37632.19,14%,89%,44%,92%,Meeting Target,95%,Exceeding Target,93%,Meeting Target,88%,Meeting Target,83%,Approaching Target,93%,Meeting Target,Meeting Target,2.27,2.32,2.295
Brooklyn,0.853,37511.84,14%,90%,42%,93%,Meeting Target,92%,Meeting Target,87%,Approaching Target,85%,Meeting Target,90%,Exceeding Target,93%,Meeting Target,Approaching Target,2.04,2.09,2.065
Brooklyn,0.786,52763.92,3%,92%,32%,93%,Meeting Target,95%,Meeting Target,95%,Meeting Target,86%,Exceeding Target,90%,Meeting Target,97%,Exceeding Target,Exceeding Target,2.54,2.82,2.68
Brooklyn,0.938,39140.78,8%,91%,36%,94%,Approaching Target,89%,Approaching Target,91%,Approaching Target,82%,Meeting Target,87%,Meeting Target,89%,Meeting Target,Meeting Target,2.09,2.15,2.12
Brooklyn,0.842,43872.26,10%,89%,39%,90%,Approaching Target,87%,Meeting Target,81%,Approaching Target,72%,Approaching Target,85%,Meeting Target,86%,Meeting Target,Approaching Target,2.32,2.36,2.34
Brooklyn,0.447,67861.67,4%,94%,16%,98%,Meeting Target,97%,Exceeding Target,93%,Exceeding Target,93%,Exceeding Target,92%,Exceeding Target,96%,Exceeding Target,Approaching Target,2.52,2.43,2.475
Brooklyn,0.882,38385.06,9%,88%,51%,91%,Meeting Target,90%,Meeting Target,92%,Approaching Target,78%,Approaching Target,85%,Meeting Target,91%,Meeting Target,Meeting Target,2.41,2.48,2.445
Brooklyn,0.886,40603.12,9%,89%,44%,82%,Not Meeting Target,80%,Approaching Target,84%,Approaching Target,71%,Approaching Target,82%,Approaching Target,88%,Meeting Target,Meeting Target,2.18,2.2,2.19
Brooklyn,0.555,64025.89,4%,92%,26%,89%,Approaching Target,78%,Meeting Target,82%,Approaching Target,75%,Approaching Target,89%,Meeting Target,86%,Approaching Target,Approaching Target,2.52,2.51,2.515
Brooklyn,0.902,35929.65,3%,88%,52%,94%,Meeting Target,88%,Meeting Target,94%,Approaching Target,80%,Meeting Target,77%,Not Meeting Target,87%,Meeting Target,Approaching Target,2.14,2.1,2.12
Brooklyn,0.834,40387.97,8%,89%,44%,79%,Approaching Target,80%,Meeting Target,86%,Approaching Target,63%,Not Meeting Target,79%,Not Meeting Target,79%,Not Meeting Target,Approaching Target,2.04,1.99,2.015
Brooklyn,0.849,36954.58,3%,91%,32%,95%,Meeting Target,93%,Exceeding Target,92%,Meeting Target,84%,Meeting Target,89%,Meeting Target,95%,Exceeding Target,Meeting Target,2.18,2.38,2.28
Brooklyn,0.363,63016.09,1%,95%,10%,94%,Exceeding Target,96%,Exceeding Target,90%,Exceeding Target,92%,Exceeding Target,91%,Exceeding Target,93%,Exceeding Target,Meeting Target,2.82,2.83,2.825
Brooklyn,0.904,23469.23,9%,92%,26%,95%,Meeting Target,95%,Meeting Target,98%,Meeting Target,82%,Meeting Target,88%,Meeting Target,94%,Exceeding Target,Meeting Target,2.26,2.41,2.335
Brooklyn,0.725,60124.45,13%,93%,22%,93%,Meeting Target,90%,Meeting Target,97%,Meeting Target,78%,Meeting Target,86%,Meeting Target,92%,Meeting Target,Exceeding Target,2.43,2.7,2.565
Brooklyn,0.801,44810.53,18%,92%,31%,95%,Approaching Target,97%,Exceeding Target,97%,Meeting Target,93%,Exceeding Target,83%,Meeting Target,98%,Exceeding Target,Approaching Target,2.23,2.38,2.305
Brooklyn,0.914,29397.91,12%,89%,42%,98%,Meeting Target,97%,Exceeding Target,98%,Meeting Target,94%,Exceeding Target,89%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.16,2.36,2.26
Brooklyn,0.514,57806.03,7%,95%,12%,96%,Meeting Target,91%,Meeting Target,96%,Exceeding Target,83%,Meeting Target,85%,Meeting Target,95%,Exceeding Target,Exceeding Target,3.1,3.41,3.255
Brooklyn,0.35,63982.88,13%,94%,15%,96%,Exceeding Target,94%,Exceeding Target,93%,Meeting Target,84%,Meeting Target,87%,Meeting Target,94%,Exceeding Target,Meeting Target,2.97,3.28,3.125
Brooklyn,0.921,26762.05,14%,89%,42%,92%,Meeting Target,96%,Meeting Target,91%,Approaching Target,88%,Meeting Target,84%,Meeting Target,94%,Meeting Target,Meeting Target,2.19,2.26,2.225
Brooklyn,0.577,57582.52,17%,93%,23%,93%,Meeting Target,93%,Exceeding Target,92%,Meeting Target,84%,Meeting Target,89%,Meeting Target,94%,Exceeding Target,Approaching Target,2.43,2.45,2.44
Brooklyn,0.404,62585.59,10%,95%,12%,98%,Meeting Target,96%,Meeting Target,95%,Meeting Target,90%,Exceeding Target,89%,Meeting Target,96%,Exceeding Target,Approaching Target,2.72,2.74,2.73
Brooklyn,0.871,40417.99,15%,94%,20%,97%,Exceeding Target,98%,Exceeding Target,99%,Exceeding Target,94%,Exceeding Target,87%,Meeting Target,98%,Exceeding Target,Meeting Target,2.17,2.59,2.38
Brooklyn,0.516,56594.7,10%,94%,17%,86%,Meeting Target,86%,Exceeding Target,91%,Meeting Target,80%,Meeting Target,89%,Meeting Target,90%,Meeting Target,Meeting Target,3.02,3.15,3.085
Brooklyn,0.849,33658.98,8%,92%,30%,94%,Exceeding Target,98%,Exceeding Target,95%,Exceeding Target,94%,Exceeding Target,89%,Exceeding Target,98%,Exceeding Target,Meeting Target,2.27,2.38,2.325
Brooklyn,0.859,42709.08,19%,93%,23%,94%,Meeting Target,91%,Meeting Target,93%,Exceeding Target,87%,Meeting Target,86%,Meeting Target,94%,Exceeding Target,Meeting Target,2.2,2.2,2.2
Brooklyn,0.812,38357.99,10%,93%,25%,95%,Exceeding Target,96%,Exceeding Target,95%,Meeting Target,92%,Exceeding Target,87%,Meeting Target,98%,Exceeding Target,Exceeding Target,2.43,2.67,2.55
Brooklyn,0.782,34774.99,13%,94%,22%,94%,Approaching Target,87%,Meeting Target,90%,Meeting Target,73%,Approaching Target,84%,Meeting Target,93%,Meeting Target,Approaching Target,2.46,2.51,2.485
Brooklyn,0.826,31675.15,12%,94%,18%,95%,Meeting Target,100%,Exceeding Target,99%,Exceeding Target,98%,Exceeding Target,92%,Exceeding Target,99%,Exceeding Target,Exceeding Target,2.76,2.77,2.765
Brooklyn,0.916,28072.24,8%,89%,43%,85%,Meeting Target,88%,Meeting Target,88%,Meeting Target,81%,Meeting Target,90%,Exceeding Target,91%,Meeting Target,Approaching Target,2.2,2.35,2.275
Brooklyn,0.814,36627.9,22%,94%,19%,88%,Meeting Target,89%,Exceeding Target,94%,Exceeding Target,81%,Meeting Target,84%,Meeting Target,91%,Meeting Target,Meeting Target,2.59,2.8,2.695
Brooklyn,0.829,42845.08,43%,95%,13%,84%,Approaching Target,79%,Meeting Target,88%,Meeting Target,68%,Approaching Target,83%,Approaching Target,89%,Meeting Target,Meeting Target,2.35,2.6,2.475
Brooklyn,0.334,77828.57,5%,96%,7%,92%,Exceeding Target,87%,Meeting Target,96%,Exceeding Target,80%,Meeting Target,93%,Exceeding Target,91%,Meeting Target,Exceeding Target,3,3.28,3.14
Brooklyn,0.809,36259.2,6%,92%,32%,90%,Meeting Target,94%,Exceeding Target,90%,Meeting Target,85%,Meeting Target,88%,Meeting Target,94%,Exceeding Target,Meeting Target,2.39,2.63,2.51
Brooklyn,0.799,42541.58,46%,96%,10%,81%,Approaching Target,83%,Meeting Target,85%,Meeting Target,64%,Not Meeting Target,83%,Approaching Target,86%,Meeting Target,Approaching Target,2.12,2.43,2.275
Brooklyn,0.094,113707.13,3%,96%,5%,92%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,91%,Exceeding Target,96%,Exceeding Target,98%,Exceeding Target,Meeting Target,3.32,3.58,3.45
Brooklyn,0.491,67461.95,3%,94%,15%,88%,Meeting Target,93%,Exceeding Target,92%,Exceeding Target,90%,Exceeding Target,93%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.7,3.19,2.945
Brooklyn,0.64,55574.87,5%,93%,25%,93%,Meeting Target,93%,Meeting Target,93%,Meeting Target,86%,Meeting Target,93%,Exceeding Target,93%,Meeting Target,Exceeding Target,2.54,2.73,2.635
Brooklyn,0.174,96102.36,4%,96%,5%,87%,Exceeding Target,80%,Meeting Target,89%,Meeting Target,69%,Approaching Target,92%,Exceeding Target,83%,Meeting Target,Meeting Target,3.3,3.45,3.375
Brooklyn,0.135,105151.5,5%,96%,5%,91%,Meeting Target,94%,Exceeding Target,97%,Exceeding Target,92%,Exceeding Target,95%,Exceeding Target,94%,Meeting Target,Meeting Target,3.24,3.47,3.355
Brooklyn,0.852,31997.48,55%,97%,7%,90%,Meeting Target,83%,Meeting Target,91%,Meeting Target,77%,Approaching Target,81%,Approaching Target,87%,Meeting Target,Approaching Target,2.31,2.78,2.545
Brooklyn,0.092,103244.94,1%,96%,3%,98%,Meeting Target,91%,Meeting Target,95%,Exceeding Target,88%,Meeting Target,92%,Exceeding Target,93%,Meeting Target,Meeting Target,3.35,3.6,3.475
Brooklyn,0.647,63778.77,18%,94%,15%,90%,Meeting Target,80%,Approaching Target,95%,Exceeding Target,63%,Approaching Target,83%,Approaching Target,86%,Meeting Target,Meeting Target,2.59,2.61,2.6
Brooklyn,0.536,66731.09,15%,96%,9%,92%,Exceeding Target,87%,Exceeding Target,93%,Exceeding Target,82%,Meeting Target,86%,Meeting Target,90%,Meeting Target,Meeting Target,2.69,2.84,2.765
Brooklyn,0.798,34945.93,43%,95%,12%,94%,Exceeding Target,96%,Exceeding Target,97%,Exceeding Target,89%,Exceeding Target,83%,Meeting Target,97%,Exceeding Target,Exceeding Target,2.64,2.93,2.785
Brooklyn,0.351,64358.48,2%,95%,12%,97%,Exceeding Target,99%,Exceeding Target,95%,Exceeding Target,99%,Exceeding Target,95%,Exceeding Target,98%,Exceeding Target,Meeting Target,2.96,2.96,2.96
Brooklyn,0.232,85598.17,5%,96%,7%,88%,Meeting Target,93%,Meeting Target,99%,Exceeding Target,90%,Exceeding Target,94%,Exceeding Target,97%,Exceeding Target,Meeting Target,3.28,3.28,3.28
Brooklyn,0.822,38576.22,46%,97%,8%,82%,Meeting Target,73%,Approaching Target,87%,Meeting Target,61%,Not Meeting Target,80%,Approaching Target,74%,Approaching Target,Meeting Target,2.56,3,2.78
Brooklyn,0.715,46086.07,25%,96%,9%,97%,Exceeding Target,95%,Exceeding Target,97%,Exceeding Target,95%,Exceeding Target,88%,Meeting Target,98%,Exceeding Target,Exceeding Target,3.33,3.93,3.63
Brooklyn,0.723,51358.99,31%,96%,11%,92%,Exceeding Target,97%,Meeting Target,97%,Exceeding Target,93%,Exceeding Target,87%,Meeting Target,98%,Exceeding Target,Meeting Target,2.79,2.87,2.83
Brooklyn,0.394,73221.7,5%,94%,15%,88%,Meeting Target,84%,Meeting Target,91%,Meeting Target,75%,Approaching Target,94%,Exceeding Target,90%,Meeting Target,Meeting Target,3.13,3.14,3.135
Brooklyn,0.55,61759.23,16%,95%,10%,91%,Exceeding Target,96%,Exceeding Target,95%,Exceeding Target,95%,Exceeding Target,90%,Exceeding Target,98%,Exceeding Target,Meeting Target,2.77,2.97,2.87
Brooklyn,0.097,110422.67,2%,97%,3%,96%,Exceeding Target,96%,Exceeding Target,98%,Exceeding Target,96%,Exceeding Target,94%,Exceeding Target,98%,Exceeding Target,Meeting Target,3.4,3.59,3.495
Brooklyn,0.933,18409.76,9%,89%,41%,84%,Approaching Target,82%,Meeting Target,85%,Approaching Target,72%,Approaching Target,80%,Approaching Target,82%,Approaching Target,Meeting Target,2.19,2.32,2.255
Brooklyn,0.877,41931.64,6%,91%,39%,96%,Meeting Target,91%,Meeting Target,88%,Meeting Target,75%,Meeting Target,86%,Meeting Target,90%,Meeting Target,Approaching Target,2.05,2.09,2.07
Brooklyn,0.781,34089.01,1%,92%,29%,92%,Exceeding Target,88%,Exceeding Target,90%,Meeting Target,79%,Meeting Target,87%,Meeting Target,89%,Meeting Target,Meeting Target,2.51,2.51,2.51
Brooklyn,0.867,36940.25,6%,91%,39%,88%,Approaching Target,89%,Meeting Target,90%,Meeting Target,87%,Exceeding Target,87%,Meeting Target,92%,Meeting Target,Meeting Target,2.11,2.4,2.255
Brooklyn,0.887,33696.63,6%,90%,39%,89%,Meeting Target,91%,Meeting Target,87%,Approaching Target,78%,Meeting Target,84%,Meeting Target,94%,Exceeding Target,Meeting Target,2.5,2.5,2.5
Brooklyn,0.862,33550.68,10%,91%,36%,90%,Approaching Target,89%,Meeting Target,91%,Meeting Target,86%,Meeting Target,88%,Meeting Target,92%,Meeting Target,Approaching Target,2.13,2.15,2.14
Brooklyn,0.905,34784.38,6%,92%,34%,95%,Meeting Target,93%,Meeting Target,91%,Meeting Target,92%,Exceeding Target,83%,Approaching Target,92%,Meeting Target,Meeting Target,2.14,2.24,2.19
Brooklyn,0.892,28369.33,8%,90%,36%,93%,Meeting Target,94%,Meeting Target,88%,Meeting Target,85%,Meeting Target,86%,Meeting Target,94%,Meeting Target,Meeting Target,2.24,2.38,2.31
Brooklyn,0.881,31741.82,2%,90%,40%,87%,Approaching Target,79%,Approaching Target,88%,Approaching Target,69%,Approaching Target,80%,Not Meeting Target,80%,Approaching Target,Meeting Target,2.18,2.47,2.325
Brooklyn,0.827,42310.89,4%,92%,32%,92%,Meeting Target,95%,Meeting Target,90%,Meeting Target,85%,Meeting Target,86%,Meeting Target,92%,Meeting Target,Meeting Target,2.55,2.41,2.48
Brooklyn,0.828,35536.41,5%,89%,44%,87%,Approaching Target,86%,Meeting Target,86%,Approaching Target,77%,Approaching Target,83%,Approaching Target,86%,Approaching Target,Approaching Target,2.27,2.01,2.14
Brooklyn,0.884,38100.14,8%,92%,28%,88%,Approaching Target,80%,Approaching Target,89%,Meeting Target,73%,Approaching Target,82%,Approaching Target,82%,Approaching Target,Meeting Target,2.14,2.24,2.19
Brooklyn,0.878,29071.6,4%,90%,35%,87%,Approaching Target,93%,Meeting Target,91%,Meeting Target,85%,Meeting Target,85%,Meeting Target,95%,Exceeding Target,Exceeding Target,2.33,2.35,2.34
Brooklyn,0.841,33792.71,4%,91%,37%,88%,Exceeding Target,95%,Exceeding Target,97%,Meeting Target,91%,Exceeding Target,97%,Exceeding Target,100%,Exceeding Target,Meeting Target,2.62,2.48,2.55
Brooklyn,0.62,40423.43,0%,94%,24%,93%,Meeting Target,99%,Exceeding Target,97%,Meeting Target,99%,Exceeding Target,94%,Exceeding Target,98%,Exceeding Target,Meeting Target,2.64,2.75,2.695
Brooklyn,0.831,40015.87,15%,92%,34%,95%,Exceeding Target,97%,Exceeding Target,95%,Meeting Target,86%,Meeting Target,82%,Approaching Target,95%,Exceeding Target,Meeting Target,2.31,2.46,2.385
Brooklyn,0.858,29535.04,6%,90%,42%,93%,Approaching Target,85%,Meeting Target,93%,Approaching Target,84%,Meeting Target,87%,Meeting Target,91%,Meeting Target,Approaching Target,2.26,2.19,2.225
Brooklyn,0.768,40387.86,6%,92%,28%,95%,Meeting Target,89%,Meeting Target,93%,Meeting Target,80%,Meeting Target,83%,Approaching Target,85%,Approaching Target,Meeting Target,2.18,2.22,2.2
Brooklyn,0.807,41502.76,15%,92%,30%,77%,Approaching Target,89%,Meeting Target,84%,Approaching Target,77%,Meeting Target,86%,Meeting Target,92%,Meeting Target,Approaching Target,2.14,2.22,2.18
Brooklyn,0.776,42632,6%,91%,31%,99%,Exceeding Target,100%,Exceeding Target,92%,Meeting Target,99%,Exceeding Target,92%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.47,2.54,2.505
Brooklyn,0.736,41699.4,4%,94%,20%,99%,Meeting Target,94%,Meeting Target,96%,Meeting Target,89%,Exceeding Target,87%,Meeting Target,95%,Exceeding Target,Approaching Target,2.45,2.64,2.545
Brooklyn,0.721,43642.71,9%,92%,26%,80%,Approaching Target,81%,Meeting Target,81%,Approaching Target,79%,Meeting Target,81%,Approaching Target,87%,Meeting Target,Approaching Target,2.27,2.17,2.22
Brooklyn,0.735,36588.31,16%,94%,18%,94%,Approaching Target,91%,Meeting Target,87%,Meeting Target,83%,Meeting Target,82%,Meeting Target,90%,Meeting Target,Exceeding Target,2.66,2.91,2.785
Brooklyn,0.916,31283.29,4%,89%,47%,94%,Meeting Target,88%,Meeting Target,91%,Approaching Target,78%,Approaching Target,77%,Not Meeting Target,84%,Approaching Target,Meeting Target,2.21,2.55,2.38
Brooklyn,0.707,37729.35,6%,91%,33%,98%,Meeting Target,98%,Exceeding Target,96%,Meeting Target,88%,Exceeding Target,90%,Exceeding Target,98%,Exceeding Target,Meeting Target,2.44,2.49,2.465
Brooklyn,0.788,41936.33,8%,93%,20%,89%,Meeting Target,90%,Meeting Target,91%,Meeting Target,83%,Meeting Target,84%,Approaching Target,92%,Meeting Target,Meeting Target,2.61,2.95,2.78
Brooklyn,0.747,44794.45,24%,94%,17%,98%,Exceeding Target,97%,Exceeding Target,96%,Exceeding Target,88%,Exceeding Target,87%,Meeting Target,96%,Exceeding Target,Meeting Target,2.75,3.19,2.97
Brooklyn,0.829,36590.41,7%,89%,41%,90%,Meeting Target,89%,Meeting Target,92%,Approaching Target,80%,Meeting Target,80%,Approaching Target,91%,Meeting Target,Exceeding Target,2.51,2.53,2.52
Brooklyn,0.755,51849.49,4%,94%,18%,98%,Exceeding Target,94%,Exceeding Target,96%,Exceeding Target,83%,Meeting Target,86%,Meeting Target,94%,Meeting Target,Exceeding Target,2.57,2.85,2.71
Brooklyn,0.802,43886.54,25%,90%,35%,88%,Meeting Target,92%,Meeting Target,90%,Meeting Target,89%,Exceeding Target,85%,Meeting Target,92%,Meeting Target,Meeting Target,2.2,2.44,2.32
Brooklyn,0.797,32470.47,4%,92%,24%,89%,Meeting Target,86%,Meeting Target,83%,Approaching Target,80%,Meeting Target,82%,Approaching Target,85%,Approaching Target,Approaching Target,2.35,2.21,2.28
Brooklyn,0.815,42545.15,12%,93%,27%,94%,Approaching Target,85%,Approaching Target,89%,Meeting Target,72%,Approaching Target,83%,Approaching Target,86%,Meeting Target,Approaching Target,2.25,2.22,2.235
Brooklyn,0.868,36313.08,6%,88%,46%,89%,Approaching Target,89%,Meeting Target,86%,Approaching Target,79%,Meeting Target,82%,Approaching Target,92%,Meeting Target,Approaching Target,2.24,2.26,2.25
Brooklyn,0.725,40553.81,9%,93%,25%,82%,Approaching Target,69%,Approaching Target,97%,Exceeding Target,53%,Not Meeting Target,87%,Meeting Target,77%,Approaching Target,Approaching Target,2.36,2.38,2.37
Brooklyn,0.7,47728.34,7%,91%,35%,90%,Meeting Target,92%,Meeting Target,91%,Meeting Target,86%,Meeting Target,92%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.19,2.24,2.215
Brooklyn,0.654,42794.29,2%,93%,23%,83%,Meeting Target,91%,Exceeding Target,84%,Meeting Target,92%,Exceeding Target,92%,Exceeding Target,98%,Exceeding Target,Not Meeting Target,2.26,2.2,2.23
Brooklyn,0.526,56939.68,2%,95%,12%,81%,Approaching Target,78%,Approaching Target,84%,Meeting Target,77%,Meeting Target,84%,Meeting Target,87%,Meeting Target,Meeting Target,2.5,2.69,2.595
Brooklyn,0.702,57130.2,12%,92%,28%,93%,Approaching Target,88%,Meeting Target,93%,Meeting Target,91%,Exceeding Target,90%,Exceeding Target,92%,Meeting Target,Meeting Target,2.28,2.36,2.32
Brooklyn,0.55,59768.44,3%,94%,18%,93%,Meeting Target,93%,Meeting Target,92%,Meeting Target,89%,Exceeding Target,86%,Meeting Target,94%,Meeting Target,Approaching Target,2.49,2.6,2.545
Brooklyn,0.68,41884.4,4%,95%,18%,82%,Approaching Target,83%,Meeting Target,89%,Meeting Target,71%,Approaching Target,83%,Approaching Target,87%,Meeting Target,Approaching Target,2.51,2.43,2.47
Brooklyn,0.557,57979.65,2%,94%,21%,94%,Meeting Target,92%,Meeting Target,94%,Meeting Target,83%,Meeting Target,85%,Meeting Target,92%,Meeting Target,Meeting Target,2.53,2.51,2.52
Brooklyn,0.771,38077.71,6%,91%,35%,86%,Approaching Target,84%,Meeting Target,89%,Approaching Target,73%,Approaching Target,78%,Not Meeting Target,88%,Meeting Target,Meeting Target,2.38,2.34,2.36
Brooklyn,0.631,48175.62,3%,93%,25%,89%,Meeting Target,92%,Meeting Target,89%,Meeting Target,84%,Meeting Target,82%,Approaching Target,95%,Meeting Target,Meeting Target,2.43,2.41,2.42
Brooklyn,0.52,48361.64,1%,95%,11%,92%,Meeting Target,94%,Meeting Target,86%,Meeting Target,90%,Exceeding Target,83%,Meeting Target,93%,Meeting Target,Exceeding Target,3.05,3.1,3.075
Brooklyn,0.655,48391.98,2%,92%,27%,94%,Meeting Target,88%,Meeting Target,91%,Meeting Target,71%,Approaching Target,82%,Approaching Target,84%,Approaching Target,Meeting Target,2.33,2.6,2.465
Brooklyn,0.69,44427.28,5%,93%,21%,98%,Meeting Target,93%,Meeting Target,91%,Meeting Target,91%,Exceeding Target,84%,Meeting Target,98%,Exceeding Target,Approaching Target,2.26,2.29,2.275
Brooklyn,0.796,38950.84,3%,90%,42%,84%,Approaching Target,80%,Approaching Target,87%,Approaching Target,72%,Approaching Target,81%,Approaching Target,83%,Approaching Target,Approaching Target,2.16,2.26,2.21
Brooklyn,0.596,65964.03,8%,93%,22%,85%,Approaching Target,80%,Approaching Target,88%,Meeting Target,72%,Approaching Target,84%,Approaching Target,86%,Approaching Target,Approaching Target,2.27,2.4,2.335
Brooklyn,0.572,62810.21,2%,94%,18%,88%,Meeting Target,85%,Meeting Target,87%,Meeting Target,79%,Meeting Target,89%,Meeting Target,91%,Meeting Target,Meeting Target,2.46,2.49,2.475
Brooklyn,0.783,42863.84,19%,92%,29%,86%,Approaching Target,77%,Approaching Target,86%,Approaching Target,64%,Not Meeting Target,82%,Approaching Target,83%,Approaching Target,Approaching Target,2.34,2.4,2.37
Brooklyn,0.892,35908.98,12%,91%,34%,91%,Meeting Target,79%,Approaching Target,77%,Meeting Target,66%,Approaching Target,85%,Approaching Target,79%,Approaching Target,Meeting Target,2.29,2.28,2.285
Brooklyn,0.817,40028.43,27%,94%,19%,97%,Exceeding Target,93%,Exceeding Target,98%,Exceeding Target,88%,Exceeding Target,87%,Meeting Target,96%,Exceeding Target,Meeting Target,2.54,2.83,2.685
Brooklyn,0.824,38667.98,41%,95%,10%,83%,Approaching Target,85%,Exceeding Target,91%,Exceeding Target,72%,Approaching Target,85%,Meeting Target,90%,Meeting Target,Meeting Target,2.2,2.27,2.235
Brooklyn,0.838,41992.07,12%,92%,30%,96%,Exceeding Target,92%,Exceeding Target,96%,Exceeding Target,88%,Exceeding Target,85%,Meeting Target,94%,Exceeding Target,Exceeding Target,2.69,2.87,2.78
Brooklyn,0.874,31075.24,8%,90%,40%,96%,Meeting Target,73%,Approaching Target,84%,Approaching Target,61%,Not Meeting Target,77%,Not Meeting Target,77%,Not Meeting Target,Approaching Target,2.15,2.31,2.23
Brooklyn,0.877,34815.04,7%,90%,39%,93%,Meeting Target,94%,Meeting Target,92%,Meeting Target,89%,Exceeding Target,89%,Meeting Target,96%,Exceeding Target,Meeting Target,2.24,2.29,2.265
Brooklyn,0.837,33472.14,18%,91%,30%,100%,Meeting Target,99%,Exceeding Target,99%,Meeting Target,94%,Exceeding Target,80%,Approaching Target,96%,Exceeding Target,Meeting Target,2.38,2.54,2.46
Brooklyn,0.867,30071.23,10%,89%,48%,86%,Approaching Target,71%,Approaching Target,78%,Approaching Target,61%,Not Meeting Target,77%,Not Meeting Target,76%,Not Meeting Target,Approaching Target,2.18,2.22,2.2
Brooklyn,0.833,33621.06,8%,90%,41%,88%,Approaching Target,72%,Approaching Target,85%,Approaching Target,59%,Not Meeting Target,79%,Not Meeting Target,75%,Not Meeting Target,Meeting Target,2.11,2.18,2.145
Brooklyn,0.838,39739.81,14%,93%,22%,96%,Meeting Target,91%,Meeting Target,94%,Meeting Target,79%,Meeting Target,85%,Meeting Target,94%,Exceeding Target,Approaching Target,2.36,2.57,2.465
Brooklyn,0.879,28387.84,6%,91%,32%,86%,Meeting Target,92%,Exceeding Target,85%,Meeting Target,81%,Meeting Target,83%,Approaching Target,91%,Meeting Target,Meeting Target,2.21,2.31,2.26
Brooklyn,0.813,33786.12,2%,91%,36%,96%,Meeting Target,94%,Meeting Target,92%,Meeting Target,85%,Meeting Target,88%,Meeting Target,94%,Exceeding Target,Meeting Target,2.36,2.33,2.345
Brooklyn,0.807,36146.75,17%,92%,28%,87%,Meeting Target,84%,Meeting Target,89%,Meeting Target,76%,Meeting Target,84%,Meeting Target,89%,Meeting Target,Meeting Target,2.55,2.74,2.645
Brooklyn,0.875,30491.71,3%,86%,57%,85%,Approaching Target,68%,Not Meeting Target,78%,Approaching Target,50%,Not Meeting Target,81%,Approaching Target,75%,Not Meeting Target,Approaching Target,2.12,2.04,2.08
Brooklyn,0.845,28849.37,3%,92%,36%,83%,Approaching Target,83%,Approaching Target,92%,Meeting Target,78%,Approaching Target,82%,Approaching Target,84%,Approaching Target,Approaching Target,2.04,2.12,2.08
Brooklyn,0.931,20613.17,17%,88%,51%,85%,Approaching Target,91%,Approaching Target,92%,Approaching Target,84%,Meeting Target,84%,Meeting Target,92%,Meeting Target,Meeting Target,2.11,2.22,2.165
Brooklyn,0.849,34151.72,16%,91%,33%,90%,Approaching Target,78%,Approaching Target,86%,Approaching Target,68%,Approaching Target,83%,Approaching Target,82%,Approaching Target,Approaching Target,2.28,2.3,2.29
Brooklyn,0.676,30973.01,1%,93%,23%,92%,Approaching Target,93%,Meeting Target,93%,Meeting Target,85%,Meeting Target,85%,Meeting Target,93%,Meeting Target,Meeting Target,2.45,2.54,2.495
Brooklyn,0.843,33393.45,14%,92%,30%,91%,Meeting Target,93%,Meeting Target,85%,Meeting Target,86%,Meeting Target,87%,Meeting Target,96%,Exceeding Target,Meeting Target,2.25,2.4,2.325
Brooklyn,0.651,50776.12,26%,95%,13%,87%,Meeting Target,88%,Exceeding Target,87%,Meeting Target,81%,Meeting Target,76%,Not Meeting Target,90%,Meeting Target,Meeting Target,2.71,2.81,2.76
